Country,ITL,sex,extract_date,age_0,age_1,age_2,age_3,age_4,age_5,age_6,age_7,age_8,age_9,age_10,age_11,age_12,age_13,age_14,age_15,age_16,age_17,age_18,age_19,age_20,age_21,age_22,age_23,age_24,age_25,age_26,age_27,age_28,age_29,age_30,age_31,age_32,age_33,age_34,age_35,age_36,age_37,age_38,age_39,age_40,age_41,age_42,age_43,age_44,age_45,age_46,age_47,age_48,age_49,age_50,age_51,age_52,age_53,age_54,age_55,age_56,age_57,age_58,age_59,age_60,age_61,age_62,age_63,age_64,age_65,age_66,age_67,age_68,age_69,age_70,age_71,age_72,age_73,age_74,age_75,age_76,age_77,age_78,age_79,age_80,age_81,age_82,age_83,age_84,age_85,age_86,age_87,age_88,age_89,age_90,age_91,age_92,age_93,age_94,age_95
England,Hampshire and Isle of Wight,male,2023-11-01,8640,9966,10301,10578,11028,11186,11597,12087,12346,12573,12472,13213,13097,12725,12437,12402,12250,11955,12206,12059,11769,11666,12295,13282,13817,13978,14020,13817,14079,14108,14145,14879,14669,15459,15016,15366,15110,14605,15032,14364,14431,14582,14349,14684,13930,13049,12833,12580,13243,13513,13444,14188,14590,14232,14293,14505,14663,14656,14815,14770,14706,13996,13683,12923,12764,12126,11760,11184,10420,10288,10038,9519,9594,9303,9559,9982,11339,9534,8131,7927,7010,6217,4826,4940,4642,4060,3597,3187,2682,2306,1842,1515,1274,897,706,1410
England,Hampshire and Isle of Wight,persons,2023-11-01,16814,19311,20307,20658,21354,21952,22616,23640,24106,24375,24488,25666,25285,24858,24243,24268,23849,23217,23786,23444,23047,22711,24581,27158,28226,27411,27506,27261,27622,27737,28307,29453,29679,30510,30048,30695,30237,29036,29626,28283,28535,28361,28323,28688,27526,25835,24881,25081,25830,26606,26613,27806,29100,28131,28469,29101,29333,29318,29573,29622,29367,28140,27228,25996,25611,24460,23652,22536,21234,21067,21034,19947,20083,19863,20681,21270,24048,20223,17324,17121,15255,13796,10879,10975,10660,9744,8706,7687,6644,5840,4832,4219,3556,2849,2135,5158
England,"Herefordshire, Worcestershire and Warwickshire",female,2023-11-01,5736,6540,6705,6798,7252,7534,7592,7883,7968,7949,8196,8693,8587,8376,8161,8345,8257,8063,7188,6756,6277,6308,6941,7270,7773,7865,8256,8496,8618,8983,9207,9826,10129,10248,10330,10292,10217,9805,9915,9463,9564,9282,9374,9760,9471,8418,8299,8573,8688,9022,9221,9789,10447,10214,10545,10564,10699,10742,10846,10703,10505,10064,9947,9321,9058,8907,8861,8445,8190,8239,8253,8078,8029,7904,8316,8345,9199,7729,6782,7265,6261,5482,4596,4478,4361,4134,3771,3293,2817,2410,2146,1873,1602,1233,968,2457
England,"Herefordshire, Worcestershire and Warwickshire",male,2023-11-01,6001,6841,7026,7201,7604,7917,8036,8224,8463,8494,8722,8953,8922,8865,8664,8778,8751,8306,7903,7517,7016,6925,7159,7457,7745,8068,8364,8475,8722,8900,9303,9664,10326,10606,10412,10481,10352,10178,10344,9989,9914,10018,10012,10103,9777,8881,8693,8791,9294,9459,9583,10108,10603,10280,10775,10557,10699,10990,10858,10729,10556,10227,10067,9403,9257,8806,8248,8119,7756,7616,7738,7472,7317,7371,7637,7745,8362,6919,6084,6183,5553,4785,3755,3603,3586,3145,2767,2400,1941,1560,1271,1061,862,680,458,977
England,"Herefordshire, Worcestershire and Warwickshire",persons,2023-11-01,11740,13389,13755,13996,14860,15480,15629,16092,16452,16467,16867,17657,17513,17257,16801,17130,17002,16372,15094,14281,13303,13228,14091,14727,15505,15922,16621,16966,17357,17868,18508,19456,20438,20869,20738,20776,20559,19976,20262,19453,19480,19302,19378,19865,19250,17296,17012,17357,18000,18512,18771,19879,21089,20493,21315,21116,21386,21719,21701,21433,21037,20276,20041,18721,18343,17701,17129,16580,15951,15853,16006,15549,15340,15272,15975,16103,17573,14641,12864,13424,11813,10268,8374,8073,7945,7284,6533,5709,4759,3972,3414,2936,2465,1915,1426,3435
England,Inner London - East,female,2023-11-01,12717,13922,13840,13644,13606,13960,14397,14298,14145,14229,14544,14778,14695,14609,14409,14830,14444,14229,14537,16341,18286,19874,23794,29460,34056,35552,37246,38575,38604,37907,37794,37515,35863,35836,34253,32498,30238,28719,27475,25622,24097,23368,22110,21807,20390,19030,18227,17541,17106,16403,15961,15661,15495,15744,15101,15284,14664,14660,14253,14038,13591,12726,11447,11569,10458,9599,9191,8769,8005,7419,6917,6760,5908,5957,5621,5427,5388,4539,4094,3942,3577,3436,3014,3067,2764,2620,2233,1999,1779,1466,1227,1091,873,783,558,1476
England,Inner London - East,male,2023-11-01,13357,14527,14475,14235,14378,14514,14522,15018,15030,14761,15024,15248,15355,15230,15054,15279,14949,14535,14577,15367,16332,17093,19533,23196,26699,30264,33520,35221,36635,37343,38000,38987,39144,39567,38780,37467,36226,34934,33753,31816,30666,29851,27904,27489,26027,24054,22442,21721,21022,20200,19359,19142,18345,18513,17532,17597,16563,15800,15768,15196,14292,13257,12102,12083,10653,10030,9082,8458,7642,6799,6345,5973,5249,5058,4658,4521,4567,3725,2992,2952,2668,2547,2074,2186,2025,1746,1535,1357,1082,911,759,635,529,387,285,558
England,Inner London - East,persons,2023-11-01,26098,28437,28396,27878,27997,28466,28941,29275,29191,29012,29527,30036,30030,29836,29429,30100,29411,28769,29055,31718,34613,36955,43384,52658,60720,65899,70754,73796,75263,75374,75844,76483,74984,75382,73072,70003,66475,63649,61221,57417,54768,53219,49991,49331,46433,43156,40674,39214,38067,36610,35348,34795,33760,34210,32641,32876,31235,30500,30036,29213,27864,26031,23552,23669,21108,19609,18303,17202,15675,14218,13241,12734,11161,11023,10278,9959,9964,8257,7090,6897,6243,6012,5092,5252,4788,4366,3769,3370,2858,2372,1982,1728,1401,1170,844,2036
England,Inner London - West,female,2023-11-01,4951,5204,5595,5329,5598,5437,5671,5926,5891,5936,6080,6288,6343,6146,6179,6211,6146,5974,6916,8301,9543,11011,13252,16727,18720,18853,19226,19862,19751,19133,18680,18582,17613,17515,16601,15860,14561,13808,13247,12577,11991,11431,11140,10940,10319,9759,9525,9196,8909,8892,8672,8429,8352,8441,8019,8101,7553,7486,7459,6987,6869,6336,6059,5760,5463,5024,4858,4623,4382,4339,3950,4016,3713,3772,3731,3627,3491,3373,2800,2781,2429,2364,1922,1932,1899,1655,1451,1311,1170,958,793,723,610,531,428,1121
England,Inner London - West,male,2023-11-01,5159,5544,5747,5477,5649,5736,5936,6124,6111,6203,6257,6375,6488,6570,6270,6275,6185,5974,6566,7402,8091,8842,9766,11382,12920,14322,15473,16445,16763,17366,17562,17350,17763,17688,17473,17066,16336,16138,15819,15070,15111,14572,14573,14200,13470,12752,12120,11659,11497,11196,10897,10455,10097,9791,9369,9138,8674,8271,8203,8041,7625,6880,6391,6066,5555,5116,4802,4534,4062,3761,3497,3492,3224,3251,3225,3035,3113,2626,2349,2307,2027,1792,1412,1451,1389,1146,1020,899,782,625,537,408,368,275,221,499
England,Inner London - West,persons,2023-11-01,10115,10689,11347,10800,11264,11164,11597,12064,12003,12136,12328,12648,12831,12712,12424,12508,12330,11948,13491,15709,17622,19864,23034,28013,31619,33185,34646,36271,36510,36451,36245,35909,35388,35200,33977,32915,30860,29940,29062,27652,27086,26019,25712,25120,23792,22501,21637,20863,20356,20075,19563,18858,18448,18243,17397,17240,16228,15735,15656,15045,14504,13198,12449,11826,11020,10118,9662,9156,8449,8126,7448,7506,6914,7025,6965,6651,6589,6000,5141,5089,4453,4168,3347,3374,3296,2801,2473,2213,1952,1588,1330,1132,979,806,649,1621
England,Kent,female,2023-11-01,8415,9856,10094,10276,10690,11143,11673,11879,12058,12003,12168,12611,12633,12666,12536,12752,12379,11965,10680,10090,9640,9653,10326,10622,11358,11212,11793,11503,12024,12561,12936,13697,13775,14603,14307,14676,14234,14160,14086,13922,13596,13595,13784,13625,13454,12154,11907,11935,12115,12548,12644,13036,13562,13383,13566,13695,13488,13707,13736,13637,13068,12868,12275,11872,11510,11208,10685,10374,9933,9884,9660,9450,9655,9331,10031,10283,11967,9835,7914,8147,7316,6659,5372,5391,5185,4861,4343,3937,3364,2904,2477,2228,1882,1535,1199,2983
England,Kent,male,2023-11-01,9068,10563,10551,10897,11480,12023,12181,12617,12595,12432,12804,13611,13400,13367,13367,13289,13274,12903,11609,10842,10529,10298,10467,10913,11439,11771,11881,11544,11929,12529,12572,13240,13346,13604,13534,14139,14034,13822,13958,13295,13311,13119,13323,13738,13427,12321,11995,11955,12267,12631,12498,13148,13765,13131,13528,13649,13547,13828,13808,13599,13033,12645,12196,11406,11475,10695,10278,9781,9263,9325,8950,8641,8569,8534,8779,8972,10415,8410,6932,7006,6058,5399,4351,4187,4018,3590,3050,2794,2231,1786,1496,1244,981,739,505,1076
England,Kent,persons,2023-11-01,17468,20403,20700,21155,22151,23174,23822,24510,24665,24425,24942,26228,25994,26037,25889,26047,25696,24868,22310,20947,20183,19957,20796,21535,22796,22975,23685,23056,23907,25085,25501,26967,27116,28190,27797,28823,28271,27998,28056,27221,26889,26732,27127,27356,26869,24499,23915,23910,24371,25269,25112,26185,27322,26509,27087,27350,27010,27509,27559,27234,26076,25524,24454,23295,22976,21902,20974,20168,19210,19274,18636,18116,18260,17847,18812,19272,22395,18258,14849,15149,13385,12039,9720,9565,9206,8454,7395,6732,5606,4689,3962,3465,2864,2275,1705,4059
England,Lancashire,female,2023-11-01,6589,7697,7928,8066,8532,8603,8865,9352,9411,9583,9743,10009,10073,9857,9876,10011,9765,9411,9715,9809,9629,9572,9858,9885,9864,9696,9920,10204,9987,10267,10482,11098,11064,11276,11054,11559,11365,11010,11061,10716,10574,10432,10222,10576,9989,8884,8838,9098,9245,9593,9879,10687,11372,10993,11230,11461,11238,11238,11493,11326,11362,11130,10934,10247,9795,9693,9455,9143,8584,8341,8354,7922,7859,7901,8493,8323,9743,7440,6523,6462,5865,5372,4602,4456,4411,3905,3487,3219,2672,2434,1960,1670,1476,1172,894,2238
England,Lancashire,male,2023-11-01,7109,8125,8210,8412,8896,8899,9433,9779,9863,9949,10185,10405,10491,10433,10446,10460,10216,9917,10311,10283,10135,9791,10221,10071,10431,10560,10880,10505,10509,10755,10928,11134,11454,11712,11426,11588,11611,11267,11247,11215,11101,10800,10754,11100,10463,9602,9407,9722,9762,10365,10401,11083,11580,11557,11895,11972,11596,11534,11792,11928,11514,11345,11029,10224,10102,9539,9354,8839,8279,8134,8107,7680,7551,7562,7672,7959,8730,6861,5742,5695,5146,4498,3688,3505,3175,2992,2577,2252,1819,1495,1175,938,771,550,405,754
England,Lancashire,persons,2023-11-01,13692,15834,16171,16434,17467,17512,18317,19125,19265,19529,19916,20393,20568,20272,20294,20475,19986,19324,20136,20096,19767,19386,20080,19990,20278,20229,20762,20723,20503,21013,21416,22215,22497,22941,22488,23141,22992,22279,22290,21937,21655,21234,20974,21675,20474,18495,18257,18824,19010,19970,20290,21713,22966,22551,23098,23425,22833,22763,23275,23267,22895,22476,21963,20464,19900,19215,18807,17997,16860,16480,16506,15608,15380,15472,16165,16290,18452,14292,12246,12153,11012,9867,8286,7949,7586,6894,6064,5483,4492,3922,3138,2610,2244,1722,1302,2993
England,"Leicestershire, Rutland and Northamptonshire",female,2023-11-01,8470,10001,10003,10402,10815,11260,11439,12041,12187,12080,12512,12699,12654,12896,12594,12572,12379,11950,11915,12016,11741,11962,12255,12663,13292,13046,13487,13562,13481,14052,14240,14512,15073,15290,15045,15298,15071,14846,14947,14459,14342,14061,14056,14288,13536,12477,11795,12112,12457,12855,12826,13376,13995,13235,13935,13971,13482,13369,13307,13239,12810,12625,12183,11648,11490,10829,10412,10000,9421,9411,9641,9348,9136,9066,9400,9480,10303,8259,7151,7556,6701,5799,4724,4641,4552,4205,3882,3423,2890,2612,2226,1892,1548,1374,1036,2678
England,"Leicestershire, Rutland and Northamptonshire",male,2023-11-01,9110,10430,10392,10994,11419,11954,12112,12622,12857,12819,12994,13352,13530,13286,13427,13641,13205,12923,12703,12891,12730,12820,12809,13629,14054,14341,14634,14575,14663,14788,14826,15572,15639,15876,15771,15863,15476,15418,15632,15167,15050,14800,14865,15349,14481,13409,12952,13103,13039,13257,13356,13854,14524,14127,14173,14085,13902,13679,13863,13580,12960,12623,12335,11544,11205,10685,10214,9791,9185,9057,9131,8541,8411,8299,8536,8445,9450,7461,6558,6395,5701,4993,3901,3807,3667,3187,2812,2378,2092,1594,1414,1160,906,681,498,962
England,"Leicestershire, Rutland and Northamptonshire",persons,2023-11-01,17585,20415,20420,21382,22231,23205,23556,24665,25076,24889,25503,26032,26195,26176,26005,26221,25584,24878,24599,24816,24485,24786,25058,26373,27347,27380,28106,28098,28150,28846,29072,30148,30704,31199,30781,31192,30562,30267,30577,29623,29389,28851,28928,29646,28022,25920,24760,25221,25516,26106,26177,27249,28493,27353,28068,28092,27379,27061,27119,26811,25756,25257,24507,23182,22701,21516,20664,19793,18624,18476,18738,17881,17484,17389,17945,17928,19736,15733,13729,13942,12408,10775,8625,8446,8217,7393,6689,5807,4987,4207,3642,3041,2454,2053,1535,3641
England,Lincolnshire,female,2023-11-01,2794,3272,3396,3406,3583,3713,4011,4190,4397,4425,4414,4676,4666,4555,4582,4589,4419,4306,4266,4309,4189,3948,4280,4210,4420,4304,4386,4525,4516,4776,4851,4966,5171,5114,5127,5122,5120,5032,5125,4783,4903,4758,4744,4916,4813,4432,4175,4457,4399,4948,5065,5419,6002,5811,5974,5805,6010,6038,6192,6287,6224,6012,5838,5586,5415,5375,5226,5029,4763,4830,4736,4658,4749,4636,4974,5029,5471,4625,3888,4076,3621,3216,2715,2605,2464,2303,2039,1808,1670,1298,1101,1035,829,670,559,1327
England,Lincolnshire,male,2023-11-01,2864,3352,3595,3734,3968,4063,4370,4422,4459,4686,4472,4844,4821,4851,4648,4925,4509,4382,4257,4347,4167,4039,4340,4430,4613,4697,4791,4635,4905,5038,5069,5333,5080,5298,5235,5400,5323,5113,5137,4950,5038,4812,4927,5086,4805,4448,4345,4417,4545,4796,4831,5447,5640,5628,5775,5744,5925,5883,5978,6190,6042,5978,5714,5605,5297,5125,4858,4846,4636,4626,4511,4392,4463,4363,4487,4524,5146,4315,3627,3528,3247,2799,2267,2198,2071,1765,1574,1376,1138,921,747,607,459,348,300,506
England,Lincolnshire,persons,2023-11-01,5660,6623,7027,7140,7581,7722,8426,8574,8869,9121,8860,9520,9475,9408,9256,9519,8938,8690,8522,8657,8357,7983,8621,8632,9032,9009,9177,9159,9422,9815,9923,10295,10249,10428,10359,10517,10456,10137,10256,9744,9940,9577,9674,9999,9610,8914,8509,8886,8958,9764,9888,10826,11618,11439,11750,11559,11933,11895,12173,12478,12269,11990,11561,11197,10705,10514,10084,9892,9404,9461,9246,9023,9242,8994,9469,9542,10608,8967,7515,7598,6868,6016,4976,4805,4535,4070,3609,3185,2810,2220,1847,1643,1289,1018,860,1834
England,Merseyside,female,2023-11-01,6758,7647,8217,7966,8583,8744,9098,9256,9324,9355,9425,9800,9544,9354,9259,9524,9055,9122,9700,10112,10662,10931,11006,11159,11399,11277,11773,11758,11776,11829,11987,12201,12734,12522,12401,12770,12397,12139,12065,11361,11416,11116,10586,10829,10431,9302,8888,9044,9363,9548,9686,10552,11230,11017,11127,11126,10972,11199,11765,11980,11799,11591,11133,10850,10499,10107,9841,9307,8907,8601,8657,8149,8047,7877,7751,8128,8694,7014,5797,5928,5481,5041,4266,4346,4249,3909,3604,3192,2808,2362,1952,1696,1411,1115,850,2028
England,Merseyside,male,2023-11-01,7072,8238,8280,8338,9083,9320,9730,9893,9915,9853,9851,10335,10081,9993,9724,9762,9634,9736,9652,9539,9926,10392,10901,11069,11633,12164,12567,12200,12657,12657,12859,13350,13515,13517,13156,13164,13095,12644,12552,12129,12099,11743,11687,11408,11244,9991,9296,9933,10107,9962,10412,10868,11718,11463,11307,11132,11354,11230,11492,12019,11694,11528,11209,10799,10154,9868,9524,9046,8239,8185,7994,7645,7506,7258,7353,7122,7932,6056,4948,5135,4479,3871,3443,3245,3056,2769,2436,2073,1806,1391,1086,895,691,532,376,771
England,Merseyside,persons,2023-11-01,13853,15881,16512,16294,17661,18056,18834,19150,19247,19192,19266,20157,19632,19344,18972,19290,18675,18885,19337,19656,20548,21314,21894,22264,23032,23499,24337,23914,24443,24468,24840,25515,26233,26016,25567,25933,25504,24775,24599,23477,23515,22855,22290,22221,21656,19330,18184,18978,19475,19518,20107,21435,22952,22466,22421,22262,22327,22424,23203,23995,23465,23107,22337,21656,20625,19940,19356,18305,17149,16828,16612,15771,15560,15106,15104,15241,16616,13062,10752,11063,9962,8925,7704,7589,7306,6677,6043,5266,4613,3754,3039,2599,2102,1647,1227,2800
England,North Yorkshire,female,2023-11-01,2906,3288,3454,3567,3674,3831,3990,4104,4171,4234,4295,4585,4545,4502,4625,4808,4577,4575,5031,5363,5400,4924,4858,4892,5147,5036,5057,4837,5001,5060,5174,5443,5424,5545,5337,5522,5441,5239,5369,5167,5073,5141,5172,5266,5038,4897,4579,4742,4888,5136,5310,5708,6331,6071,6378,6259,6436,6507,6744,6710,6579,6492,6330,6068,5913,5798,5408,5471,5116,5104,5064,4895,5003,4996,5106,5276,5930,4888,4030,4308,3568,3262,2880,2943,2758,2632,2308,2194,1875,1596,1370,1125,997,780,632,1601
England,North Yorkshire,male,2023-11-01,3060,3513,3640,3703,3836,4055,4140,4428,4457,4477,4515,4669,4835,4840,4762,4968,4639,4699,4636,4813,4787,4645,4637,4742,4952,4932,4917,4795,4835,4988,5101,5236,5302,5533,5323,5368,5288,5349,5192,5192,5167,5281,5397,5370,5302,4816,4654,4741,4891,5216,5342,5725,5965,6030,5995,6166,6381,6307,6448,6732,6489,6252,6167,6054,5767,5632,5429,5166,4884,4935,4888,4560,4566,4633,4701,4811,5441,4408,3578,3755,3247,2834,2206,2204,2093,2001,1634,1519,1242,1009,792,684,534,386,283,535
England,North Yorkshire,persons,2023-11-01,5969,6788,7094,7268,7490,7885,8110,8535,8629,8713,8807,9251,9379,9341,9354,9819,9215,9276,9670,10182,10206,9564,9495,9621,10036,9992,9976,9632,9827,10046,10281,10680,10724,11079,10661,10885,10730,10600,10561,10356,10230,10416,10579,10648,10331,9724,9253,9493,9766,10362,10621,11430,12298,12098,12393,12419,12814,12811,13181,13437,13066,12755,12499,12126,11686,11428,10836,10650,10009,10034,9932,9436,9572,9614,9820,10049,11379,9304,7605,8055,6811,6110,5083,5155,4851,4635,3963,3707,3117,2605,2162,1809,1531,1164,917,2136
England,"Northumberland, and Tyne and Wear",female,2023-11-01,5867,6740,6977,6883,7396,7639,7767,8276,7957,8088,8221,8714,8534,8405,8360,8491,8191,8198,8823,9248,9314,9467,9807,10164,10297,10372,10634,10592,10602,10283,10662,10824,10817,10883,10685,10782,10935,10728,10567,10138,9955,9989,9989,10049,9572,8615,7976,8690,8581,8764,9091,9629,10578,9909,10133,10166,10508,10491,10909,10864,10899,10765,10278,10137,10009,10000,9478,9089,8512,8452,8376,7975,7910,7800,7929,8095,8892,7139,6027,6085,5293,4665,4178,4343,4075,3910,3628,3054,2769,2328,1995,1812,1415,1185,857,2135
England,"Northumberland, and Tyne and Wear",male,2023-11-01,6300,7097,7359,7309,7776,8019,8324,8679,8565,8633,8800,8964,8979,8908,8859,8913,8632,8583,8813,8952,9389,9115,9696,10225,10549,11185,11416,11563,11667,11607,11973,12358,12373,12506,11823,12118,11993,11604,11670,10970,10874,10660,10431,10509,10550,9493,8552,8969,9170,9227,9422,10070,10829,10252,10400,10384,10405,10486,10756,10960,10712,10573,10072,9833,9873,9365,9306,8822,8009,8208,7990,7386,7372,7155,7197,7397,8100,6262,5170,5140,4325,3801,3162,3202,2993,2722,2407,2064,1731,1488,1176,961,690,570,376,746
England,"Northumberland, and Tyne and Wear",persons,2023-11-01,12196,13824,14334,14212,15184,15630,16113,16974,16516,16722,17020,17664,17507,17303,17205,17405,16827,16798,17654,18223,18729,18587,19503,20381,20843,21551,22058,22158,22276,21886,22632,23177,23170,23395,22517,22878,22936,22334,22154,21072,20822,20650,20408,20560,20083,18207,16527,17652,17749,18020,18527,19708,21381,20176,20540,20543,20933,20957,21693,21838,21607,21355,20353,19965,19885,19383,18797,17903,16516,16659,16338,15392,15290,14927,15117,15495,16994,13383,11203,11221,9622,8456,7339,7536,7062,6636,6024,5121,4502,3817,3164,2767,2106,1756,1233,2881
England,Outer London - East and North East,female,2023-11-01,10701,12290,12509,13082,13157,13602,13857,14428,14195,13714,14351,14352,14151,14110,14000,14243,13529,13449,12220,11836,11648,11737,12765,14415,15494,16087,17209,17180,17555,17954,18499,19002,19003,19583,19507,20281,19565,19181,19504,18570,18074,18046,17511,17538,16680,15622,14881,14588,14229,13970,13262,13803,13429,13679,13392,13245,12875,12834,12743,12429,11967,11224,10685,10588,9870,9311,8903,8439,7902,7756,7315,7359,6763,6551,6695,6514,7170,6061,5192,5192,4741,4552,3555,3795,3751,3481,3156,2738,2516,2154,1850,1635,1355,1098,881,2255
England,Outer London - East and North East,male,2023-11-01,11266,12964,12901,13471,13821,14269,14400,14769,14876,14489,14659,15414,14860,14920,14452,14681,14761,13959,13197,12806,12679,12586,13470,14117,14769,15845,16341,16976,17131,17414,17844,18440,18743,20002,20017,20395,20076,19631,20076,19237,19593,19172,18765,18910,18027,16949,16080,15950,15620,15438,14704,14773,14467,14708,14141,14247,13370,13178,12847,12532,12090,11489,10695,10868,10008,9420,8584,8104,7439,7129,6505,6262,6017,5746,5610,5496,6110,5077,4004,4029,3635,3219,2680,2799,2653,2463,2146,1880,1553,1274,1127,916,708,588,405,839
England,Outer London - East and North East,persons,2023-11-01,21966,25221,25387,26545,26969,27882,28261,29213,29108,28166,29026,29723,29022,29010,28494,28969,28293,27414,25378,24641,24341,24326,26228,28531,30268,31905,33558,34166,34674,35339,36300,37457,37755,39573,39507,40634,39650,38797,39505,37808,37665,37180,36265,36438,34722,32558,30989,30577,29845,29426,27964,28596,27862,28423,27570,27472,26280,26016,25566,24949,24053,22664,21367,21460,19877,18742,17493,16557,15316,14892,13814,13628,12800,12285,12310,12011,13331,11131,9210,9223,8376,7771,6243,6588,6402,5944,5303,4620,4075,3427,2980,2543,2066,1686,1287,3094
England,Outer London - South,female,2023-11-01,6457,7323,7599,7810,7953,8152,8556,8942,8895,8747,9048,9434,9438,9210,9217,9347,8891,8455,7621,7421,7086,7201,8185,9067,9967,10174,10562,10936,10969,11130,11667,12207,12225,12612,12793,12998,12513,12696,12607,12204,12515,12429,12382,12096,12088,11023,10754,10524,10136,10131,9789,10033,9883,9692,9665,9696,9470,9559,9308,9247,8944,8473,7903,7819,7195,6924,6506,6329,5977,5771,5642,5356,5380,5318,5178,5349,5895,5105,4132,4114,3842,3455,3007,3013,2946,2796,2494,2240,1981,1712,1487,1341,1114,956,735,2056
England,Outer London - South,male,2023-11-01,6751,7581,7898,8234,8267,8723,9017,9230,9397,9273,9309,9791,9837,9952,9626,9589,9510,8933,8279,7805,7526,7353,7847,8637,9096,9678,10088,10255,10638,11051,11092,11778,12035,12197,12304,12786,12419,12609,12999,12617,12896,12843,12937,12954,12840,12177,11757,11717,11359,11192,10853,10903,10725,10358,10179,10267,10022,9870,9648,9505,8980,8347,7893,7648,7234,6768,6409,6007,5575,5288,4890,4707,4752,4543,4538,4678,5068,4152,3380,3363,2967,2690,2224,2210,2162,1931,1643,1442,1238,1117,864,807,573,471,322,752
